CandidateID,skills,major_field_of_studies,positions,responsibilities
C2881,,['Accounting'],"['Accountant', 'Director of Finance & Accounts', 'Training & Operations Consultant', 'Franchisee', 'General Manager', 'Patient Service Representative']","iOS Lifecycle
Requirement Analysis
Native Frameworks
iOS Development
API Integration
Technical Communication
UI Design
Performance Optimization
Feature Collaboration
Bug Fixing
Code Translation
High-Performance Development
Task Management
Cross-Team Collaboration
Code Quality"
C6413,"['Bi', 'Business Intelligence', 'Progress', 'Loans', 'Mortgage', 'Business Development', 'Marketing', 'Operations', 'Training', 'Solutions', 'Adc', 'Business Requirements', 'Correspondence', 'Fannie Mae', 'Gse', 'Metrics', 'Project Plans', 'And Marketing', 'Budget', 'Business Process Improvement', 'Clients', 'Coaching', 'Contracts', 'Drafting', 'E-learning', 'Federal Acquisition', 'Federal Government', 'Fedex', 'Integration', 'Integrator', 'Maintenance', 'Marketing Collateral', 'Marketing Department', 'Marketing Plan', 'Mentoring', 'Pricing', 'Process Improvement', 'Proposal Development', 'Strategic Marketing', 'User Experience', 'Web Based', 'Web-based', 'White Papers', 'B2c', 'Finance', 'Increase', 'Instructor', 'Investor Relations', 'Lending', 'Market Share', 'Mortgage Banking', 'Mortgage Lending', 'Real Estate', 'Retail', 'Retail Marketing', 'Retail Mortgage', 'Data Mining', 'Networking', 'Pentaho', 'Promotional', 'Sales', 'Sales Manager', 'Sap', 'Strategic Planning', 'Act!', 'Business Writing', 'Compounding', 'Excel', 'Fundraising', 'Horizontal', 'Hospital Pharmacy', 'Inventory', 'Mckesson', 'Microsoft Office', 'Microsoft Sharepoint', 'Ms Office', 'Outlook', 'Outpatient', 'Powerpoint', 'Project Management', 'Publisher', 'Robotic', 'Sharepoint', 'Siebel', 'Six Sigma', 'Six-sigma', 'Visio', 'Word', 'Pharmacy', 'Mba']","['Pharmacy Technician', None, None]","['Senior Business Development Manager', 'Business Development / Sales Manager', 'Marketing Manager', 'Senior Mortgage Specialist']","Internal Audit Assistance
Voucher & Bill Verification
Cost Sheet Analysis
L/C Voucher Verification
Expense Verification
Salary & Wages Verification
Market Rate Verification"
C7537,"['Data Analysis', 'Tableau', 'PowerBI', 'R', 'Python', 'Statistical Analysis', 'L1 L2 Regression', 'Machine Learning']",['N/A'],['Data Analyst Intern'],"Digital Marketing Strategy
Brand Awareness, Online Traffic
Social Media Management
Google Analytics
Cross-functional Teams
Campaign Execution, SEO"
C7889,"['Data Science', 'Data Analytics', 'Database Management', 'Data Analysis', 'Data Mining', 'Data Modelling', 'Data Integration', 'Machine Learning', 'Statistical Modelling', 'Natural Language Processing', 'Predictive Analytics', 'Python', 'SQL', 'Flask']",['Computers'],['Data Scientist - Analytics & Insights'],"Data Platform Design
Data Pipeline Development
ETL Processes
SQL Query Optimization
Data Integration & Transformation
Data Modeling
Stakeholder Collaboration
Data Quality Monitoring
Continuous Learning"
C7163,"['JavaScript (Angular)', 'HTML/CSS', 'Python (Django)', 'SQL (MySQL, PostgreSQL)', 'Git', 'Ruby on Rails']",['Computer Science'],['Computer Science Tutor'],"Generative AI Development
Evolutionary Computation
Deep Learning Optimization
Expert Systems Design
Knowledge Representation
Data Preprocessing
Model Training
Research & Integration"
C8466,"['Data Analysis', 'Data Analytics', 'Linear Regression', 'Logistic Regression', 'Predictive Modeling', 'Business Analytics']",['Electrical and Electronics'],"['Associate Medical Analyst', 'Junior Data Engineer']","Mikrotik Router Configuration
OLT Device Setup & Management
Integration with Billing Software
Network Monitoring Tools Integration
Connectivity Troubleshooting
Technical Support & Escalation
Installation & Configuration
GPON/EPON Expertise
Cisco, OLT, MikroTik Knowledge"
C3317,"['Aderant/CMS', 'Excel', 'QuickBooks Pro', 'SQL', 'Access', 'Peachtree', 'Hyperion Essbase', 'Financial reporting', 'US GAAP principles', 'IFRS', 'Bookkeeping', 'Budget development', 'Individual tax returns']",['Accounting'],"['Senior Accountant', 'Accountant', 'Financial Analyst']","Open-Source Technologies
CI/CD Culture & Tooling
Product Availability & Scalability
Automation (Build & Deploy)
Monitoring & Reliability
Infrastructure Innovation
Software Engineering Velocity
Infrastructure Resiliency
Security & Data Availability"
C5498,"['PLC', 'IEC 61131 (Ladder Logic, Functional Block Diagram, Structured Text, Instruction List.)', 'Java', 'C', 'Visual Basic', 'VHDL', 'PSpice', 'Assembly (Intel, Motorola, TI)', 'Labview', 'AutoCAD', 'Inventor', 'Matlab', 'Microsoft Office', 'PSIM', 'Easy Power', 'Xilinx ISE', 'Printed Circuit Board CAD (Protel)', 'Siemens Step 7', 'Wago CoDeSys', 'Allen Bradley RSLogix', 'ERP (Alliance, Global Shop, XA, SAP)', 'API', 'automation', 'budgeting', 'cabling', 'CAD', 'Conversion', 'client', 'clients', 'DC', 'Designing', 'flash', 'Functional', 'hardware design', 'HP', 'HVAC', 'instruction', 'Intel', 'microprocessor', 'Modeling', 'Motorola', 'Power distribution', 'power generation', 'processes', 'Programming', 'proposals', 'Renovation', 'renovations', 'safety', 'scheduling', 'schematics', 'Siemens', 'simulation', 'staff management', 'Structured', 'Supervising', 'switchgear', 'tender', 'troubleshoot', 'troubleshooting', 'validation']",['Electrical and Computer Engineering'],"['Engineering Supervisor', 'Electrical Design Engineer', 'Project Engineer', 'Facility Engineer', 'Automation Engineer, Intern']","Technical Support
Troubleshooting
Collaboration
Documentation
System Monitoring
Software Deployment
Training & Mentorship
Industry Trends
Field Visits




"
C6540,"['Computer System Building and Repair', 'Hardware and Software Installation', 'Diagnostic Software Utilities', 'Remote Access', 'Networking', 'Computer Management', 'CNNs', 'LSTMs', 'PyTorch']",['Computer Science'],"['Computer Scientist', 'Machine Learning Scientist', 'Entry-Level Computer Support Specialist']","iOS Lifecycle
Requirement Analysis
Native Frameworks
iOS Development
API Integration
Technical Communication
UI Design
Performance Optimization
Feature Collaboration
Bug Fixing
Code Translation
High-Performance Development
Task Management
Cross-Team Collaboration
Code Quality"
C2749,"['Python', 'Anaconda', 'NumPy', 'Pandas', 'Matplotlib', 'Scikit Learn', 'TensorFlow', 'Streamlit', 'Arduino', 'Raspberry Pi']",['ECE'],['Intern'],"Administrative Support
Scheduling
Filing & Documentation
Communication
Team Support
Equipment Maintenance
Information Provision
Inventory Management
Team Collaboration
OHS Policy Development
Safety Advice
Risk Assessment
Policy Review
OHS Training
Safety Inspections
Unsafe Act Prevention
Incident Investigation
Report Preparation"
C4792,"['Django', 'Python', 'Relational databases', 'RestAPI', 'Github', 'Jira', 'PostgreSQL', 'Software development', 'Debugging', 'Machine learning', 'Natural language Processing', 'Artificial Intelligence', 'Data Analysis', 'Docker', 'Tornado', 'Software Developer', 'Project Management']","['Computers', 'Computers']",['Software Developer'],"Internal Audit Assistance
Voucher & Bill Verification
Cost Sheet Analysis
L/C Voucher Verification
Expense Verification
Salary & Wages Verification
Market Rate Verification"
C7318,"['C', 'R', 'Catia', 'AutoCAD', 'ANSYS', 'Microsoft office', 'Product Project Management', 'GD&T', 'Minitab', 'Kanban', 'Kaizen', 'FMEA', 'development', 'Toyota production systems', 'APQP', 'PPAP', '8D', '5 why', ""KPI's"", 'Reliability SAE Standards', 'Vehicle ergonomics', 'DVP&R', 'QCC', 'CNC engineering', 'Programming', 'anatomy', 'benchmarking', 'lean manufacturing', 'manufacturing process', 'cost analysis', 'packaging', 'process engineering', 'Product Development', 'surveys', 'validation', 'welding']","['Manufacturing Systems Engineering', 'Mechanical Engineering']","['Engineering Assistant', 'Engineer']","Database Design & Development
SQL Query Optimization
Data Integrity & Security
BI Solutions Development
ETL Process Implementation
Database Maintenance
Backup & Restore Management
Index Rebuilding & Performance Tuning
SQL Server Clustering & High Availability
SQL Server Replication
High Availability Group Management
Database Monitoring & Troubleshooting"
C2964,"['C/C++', 'Java', 'HTML', 'CSS', 'Python', 'Portuguese (fluent)']",['Computer Science'],"['Software Engineer Intern', 'Software Engineer Intern']","Management Trainee
Mechanical Systems
Maintenance & Troubleshooting
Performance Analysis
Project Support
Process Improvement
Training & Development
Administrative Support"
C0966,"['Mechanically-inclined', 'Diagnosis and repair', 'Skilled concrete finisher', 'Preventative maintenance', 'Dexterous with hand tools', 'Suspension and alignment', 'Strong attention to detail', 'Brake systems expertise', 'Troubleshooting', 'Brake repair and replacement', 'Responsible and reliable', 'Strategic thinker', 'Excellent problem solver', 'Self-starter', 'Decisive', 'Critical thinker', 'customer service', 'documentation', 'forklift', 'forms', 'legal', 'materials', 'policies', 'problem solving skills', 'progress', 'quality assurance', 'read', 'repairs', 'safety', 'struts', 'supervisor', 'tear']","['General Studies', 'Industrial Maintenance Industrial Engineering, Production Engineering, Mechanical Engineering and Engineering Welding Fabrication, Industrial and Tool Manufacturing Technology and Process Technology']","['Engineering Aide', 'Service Technician', 'Concrete Finisher', None]","Design Creation
CAD Drawings
Design Optimization
Team Collaboration
Compliance Assurance
Design Reviews
Manufacturing Support
Documentation"
C0120,"['Game Theory', 'Bounded Rationality', 'Cryptography', 'Algorithms', 'Social Networks', 'Analysis of Algorithms', 'Combinatorial Optimizations']","['Computer Science', 'Computer Science and Management']","['Summer Intern', 'Summer Intern', 'FW Developer']","Project Design
Data Analysis
ACCORD/Alliance Knowledge
BNBC Standards
Cost Estimation
Feasibility Studies
Documentation
Compliance
Site Monitoring
Policy Enforcement
Legal Compliance
Data Management
Team Collaboration"
C7935,"['Academic', 'acrylic', 'AutoCAD', 'CAD', 'concept', 'Engineer-In-Training', 'EIT', 'estimating', 'drawing', 'graphics and design', 'Laser', 'Material Science', 'Microsoft Excel', 'Microsoft PowerPoint', 'Microsoft Word', 'design process', 'progress', 'Project management', 'proposals', 'Reporting', 'Research', 'robotics', 'safety', 'SolidWorks', 'Statistics', 'Time management', 'verbal communication skills', 'weighing', 'Written']",['Mechanical Engineering'],"['Mechanical Engineering Intern', 'Systems Engineering Intern']","Hardware & Network Installation
Troubleshooting & Diagnostics
User Training & Capacity Building
Hardware Replacement
Fault Repair & System Setup
Software License & Account Management
Backup Management
System Updates & Maintenance
Server & Storage Management
Documentation & Technical Specifications
Data Protection & Disaster Recovery
Storage & Database Planning
Power & Disk Backup
Incident Management & Escalation
Service Restoration
User Communication & Verification
Incident Classification & Resolution
Major Incident Escalation
Problem & Error Management
Task Assignment & Execution"
C8515,"['Business Intelligence', 'Market Analysis', 'Statistical Analysis', 'Data Science', 'Retail Analytics', 'IBM SPSS', 'Python', 'Tableau', 'Power Bi']",['Computer Science'],['Junior Analyst Expert'],"Database Design & Development
SQL Query Optimization
Data Integrity & Security
BI Solutions Development
ETL Process Implementation
Database Maintenance
Backup & Restore Management
Index Rebuilding & Performance Tuning
SQL Server Clustering & High Availability
SQL Server Replication
High Availability Group Management
Database Monitoring & Troubleshooting"
C5350,"['Operational analysis', 'Exceptional time management', 'Geometric dimensioning', 'Strong leader', 'Manufacturing process controls', 'Detail-oriented', 'Analog and digital circuitry', 'Detail drawings', 'Comfortable working at heights and odd locations', 'Technical plan execution aptitude', 'Detail-oriented understanding that any downtime must be minimized if not avoidable', 'Understand overtime and on-call basis may be required', 'Rigging', 'Soldering, Drilling- Tapping', 'Measurement and layout', 'Test and measurement equipment', 'Equipment calibration', 'Tenacity , willingness to go to whatever length it takes to solve a problem or improve a process', 'assembly', 'broadcast', 'calibration', 'concept', 'drafting', 'engineer', 'Radar', 'modeling', 'Naval', 'Network', 'Oscilloscopes', 'quality', 'record keeping', 'Research', 'sales', 'FM', 'SPS', 'Test Equipment', 'UHF', 'Wiring']","['Continuing coursework in Math, History and finishing the ELT program']","['Engineering Technician/ Field Service', 'Engineering technician', 'Technician', 'Operations Specialist']","Trade Marketing Executive
Brand Visibility, Sales Targets
Field Marketing, Campaigns, Product Distribution
Brand Head
Excel, KPIs Tracking"
C4975,"['Payroll & Tax 940, 941 withholding Accounting', 'Accounts Payable & Receivable', 'Multi-State Sales Tax Filing', 'Analytical reasoning', 'Account reconciliation expert', 'QuickBooks', 'Peachtree', 'Payroll Mate', 'Adobe', 'Sage', 'PeachTree', 'Quick Books', 'MS Office', 'Medlin', 'Tax Slayer', 'Pro Series', 'Lotus I, II, III']","['Accounting', 'Accounting']","['Senior Accountant', 'Accountants Payable/Receivable & Purchasing Administrator', 'Accountant', 'Accounts Receivable & Collection Manager', 'Accountant']","Mikrotik Router Configuration
OLT Device Setup & Management
Integration with Billing Software
Network Monitoring Tools Integration
Connectivity Troubleshooting
Technical Support & Escalation
Installation & Configuration
GPON/EPON Expertise
Cisco, OLT, MikroTik Knowledge"
C4451,"['audio', 'automation', 'C', 'C++', 'CD-ROMs', 'Ceridian', 'cisco', 'Hardware', 'cost reduction', 'clients', 'drivers', 'executive management', 'Functional', 'inspection', 'Intel', 'Java', 'Linux', 'MAC', 'Managing', 'marketing and sales', 'C#', 'Windows', 'Windows XP', 'multimedia', 'Objective C', 'OS', 'policies', 'printers', 'processes', 'product development', 'quality', 'quality assurance', 'quest', 'sales', 'scanners', 'Scheduling', 'scrum', 'scripts', 'software development', 'software testing', 'sound cards', 'sun', 'test tools', 'USB', 'validation', 'video', 'Vista']","['Computer Resource Information Management', 'Computer Science']","['Engineering Manager', 'Director of Quality Assurance', 'Director of Quality Assurance', 'Quality Assurance Manager', 'Lead Test Engineer', 'Lead Test Engineer', 'Owner / President']","Full Stack Development
Front-end: ReactJS, NextJS
Backend: Python, Django
API Design
Server-Side Logic
DRF (Django REST Framework)
Database Management (PostgreSQL, MySQL)
Version Control (Git)
AWS (ECR, RDS, ECS, ALB, EC2, etc.)
Linux, Docker, CI/CD, GitLab
Terraform, Shell Scripting"
C7243,"['Excellent communication', 'Inspecting', 'Team Lead', 'Modems', 'Processes', 'Scheduling', 'Technician', 'Trainer', 'Troubleshooting']",['Electronic Engineering Electronics Engineering Field'],"['Self-Sustaining Engineering Technician', 'Production Technician', 'Electronic Technician']","Application Development
Object-Oriented Design
Collaboration
Problem-Solving
Software Lifecycle
Innovation
Software Testing
System Analysis
Performance Monitoring
Plugin Development
Documentation
Integration Support"
C3383,"['Data Science', 'Analysis', 'Machine Learning', 'Bounding Algorithms', 'Heuristics', 'ANN', 'Decision Trees', 'SVM', 'Hypothesis Analysis', 'Optimization']","['Computer Science Engineering', 'Data Science']",['Intern'],"Application Development
Object-Oriented Design
Collaboration
Problem-Solving
Software Lifecycle
Innovation
Software Testing
System Analysis
Performance Monitoring
Plugin Development
Documentation
Integration Support"
C1314,"['Business analyst', 'Data modeling', 'Business intelligence', 'ERP implementation', 'html', 'Requirement Gathering', 'Power Bi', 'Project Management']","['Management', 'Information Technology']",['Business Analyst'],"Apparel Sourcing
Quality Garment Sourcing
Reliable Partner
Buyer/Vendor Communication"
C3119,"['ASP.NET 4.5', 'academic', 'Clustering', 'consulting', 'curriculum development', 'customer satisfaction', 'data analysis', 'data mining', 'data warehouse', 'Databases', 'database', 'database design', 'database management', 'data warehousing', 'environmental protection', 'Environmental Science', 'GIS', 'HTML', 'instructor', 'Lecturer', 'legal', 'machine learning', 'managing', 'materials', 'meetings', 'C#', 'Microsoft SQL', 'modeling', 'Natural', 'Oracle', 'process development and engineering', 'processes', 'progress', 'Python', 'quality', 'researching', 'research', 'SAS', 'shipping', 'SPSS', 'SQL', 'Statistics', 'Tableau', 'teaching', 'technical support', 'workshops']","['Analytics', 'Environmental Science and Technology', 'Resource Management']","['Engineering and Quality Technician', 'Lecturer in Environmental Science and Technology', 'Assistant Lecturer in Natural Resource Management']","Design Creation
CAD Drawings
Design Optimization
Team Collaboration
Compliance Assurance
Design Reviews
Manufacturing Support
Documentation"
C8870,"['Data Science', 'Data Analysis', 'Deep Learning', 'Machine Learning', 'Artificial Intelligence', 'Python', 'MATLAB', 'NLP', 'Computer Vision', 'Keras', 'Pytorch', 'RNN']","['N/A', 'N/A']",['Associate Researcher'],"Management Trainee
Mechanical Systems
Maintenance & Troubleshooting
Performance Analysis
Project Support
Process Improvement
Training & Development
Administrative Support"
C9000,"['MIS reporting', 'Advanced Excel', 'Dashboards', 'Data Analysis', 'SQL', 'MySQL', 'Power Bi', 'Machine Learning', 'Linear Regression', 'Statistical Analysis', 'Clustering', 'NoSQL', 'MongoDB', 'Python', 'EDA', 'Business Intelligence', 'Logistic Regression']","['Economics', 'Economics']",['MIS Analyst'],"Administrative Support
Scheduling
Filing & Documentation
Communication
Team Support
Equipment Maintenance
Information Provision
Inventory Management
Team Collaboration
OHS Policy Development
Safety Advice
Risk Assessment
Policy Review
OHS Training
Safety Inspections
Unsafe Act Prevention
Incident Investigation
Report Preparation"
C7824,"['Object-oriented programming', 'manual testing', 'technical report writing', 'Windows XP/Vista', 'Unix', 'Linux', 'Administration of Windows 2000 Server', 'MIPS Assembler', 'Unix Shell Scripts', 'C', 'Java', 'JVS', 'VBS', 'PL/SQL', 'ASP', 'Digital Logic', 'Verilog Hardware Language', 'installation and configuration of peripherals', 'troubleshooting hardware', 'embedded systems', 'robotics', 'MS Office Suite', 'MS Visio', 'MS Project', 'SQL Navigator', 'Remedy', 'Eclipse']",['Computer Science'],"['Customer Service Representative', 'Academic Resource Advisor']","Open-Source Technologies
CI/CD Culture & Tooling
Product Availability & Scalability
Automation (Build & Deploy)
Monitoring & Reliability
Infrastructure Innovation
Software Engineering Velocity
Infrastructure Resiliency
Security & Data Availability"
C0089,"['Snowflake', 'Python', 'C++', 'R', 'SQL', 'Tableau', 'PyTorch']",['Engineering'],"['Computer Vision Scientist', 'IT Data Scientist', 'Associate Data Scientist']","Mushak Forms Maintenance
VAT Software & MS Office Maintenance
VAT Ledger Management
VAT Challan Coordination
Liaison with VAT Office
VAT Documentation
Other Assigned Tasks"
C9243,"['Python', 'Machine Learning', 'Natural Language Processing', 'Text Mining', 'Data Scientist', 'Data Analyst', 'Deep Learning', 'MongoDB', 'SQL', 'Flask', 'Data Analytics', 'Big Data Analytics']","['N/A', 'Big Data Analytics']",['Machine Learning Engineer'],"Project Design
Data Analysis
ACCORD/Alliance Knowledge
BNBC Standards
Cost Estimation
Feasibility Studies
Documentation
Compliance
Site Monitoring
Policy Enforcement
Legal Compliance
Data Management
Team Collaboration"
C1104,"['Microsoft Office (Word, Excel, Power Point, Outlook)', 'Abila MIP Fund Accounting Software', 'QuickBooks, QuickBooks Pro, Quicken', 'ADP, Paychex, Payroll Experts, QuickBooks Payroll Systems']",['Business Management'],"['Staff Accountant', 'Independent Accounting Consultant', 'Accounting Manager/Human Resources', 'Accounting and Human Resources Manager']","Digital Marketing Strategy
Brand Awareness, Online Traffic
Social Media Management
Google Analytics
Cross-functional Teams
Campaign Execution, SEO"
C2448,"['Microsoft Applications', 'Network Security', 'Networking', 'PC hardware and software installation, configuration, and troubleshooting', 'Remote Desktop and Help Desk Management', 'Verbal Communication', 'Technical Support', 'Team Leadership', 'Programming Languages', 'On-call tech support', 'Windows & Mac OS', 'Wiring/Wire Spicing: Cat3, Cat5, Cat5e, Coaxial', 'Management', 'VoIP, TCP/IP, IPSec, ATM, SS7, IPX, DNS, BIND, DHCP, HSRP and LAN/WAN architecture', 'Application Development', 'Voice Over IP Telephone', 'Inventory Management']","['Electronics and Communications Engineering Technology', 'Software Development']","['Engineering Systems Installer', 'IT Technician/QA Tester', 'Installation/Service Technician']","Hardware & Software Installation
System Monitoring
IT Support
Networking Expertise
Mail Server Administration
Security Management
Troubleshooting & Repair
Operations Support"
C3264,"['C#', 'ASP.NET', 'Visual Basic', 'Ms Visual Studio', 'Ms Office Suite (Word, Excel, Project, PowerPoint, Access, Outlook, Visio)', 'Simulations using Witness13 and SIMIO', 'ERP-SAP', 'SAS-STAT', 'AutoCAD', 'budgeting', 'CNC', 'Continuous Improvement', 'data collection', 'Product Development and Design', 'documentation', 'ERP', 'grinders', 'Inventory Control', 'ISO', 'Languages', 'lathe', 'layout', 'layout design', 'Logistics', 'materials', 'Access', 'Excel', 'Outlook', 'PowerPoint', 'Word', 'new product development', 'payroll', 'philosophy', 'process improvement', 'process design', 'processes', 'Project Management', 'project plans', 'quality', 'quality control', 'research', 'Safety', 'SAP', 'SAS', 'simulation', 'Six Sigma', 'SQL', 'Statistical Process Control', 'Supply Chain', 'Visio']","['Industrial and Manufacturing Engineering', 'Materials and Metallurgical Engineering']","['Industrial Engineering Intern', 'Industrial Engineer', 'Industrial Engineer', 'Manufacturing Quality Engineer']","Open-Source Technologies
CI/CD Culture & Tooling
Product Availability & Scalability
Automation (Build & Deploy)
Monitoring & Reliability
Infrastructure Innovation
Software Engineering Velocity
Infrastructure Resiliency
Security & Data Availability"
C6999,"['Project Management', 'Quality Management System Implementation', 'Production and Engineering Management', 'Staff development', 'Cost reduction', 'Process development and documentation', 'Process improvement/simplification', 'Source evaluation and selection', 'Experience with AutoCAD', 'Microsoft Office', 'Various ERP systems', 'ISO9001 and AS9100 auditing']",['Mechanical Engineering'],"['Engineering Manager/Quality Manager', 'Manufacturing Engineer, Project Engineer, Sales Engineer, Product Development Engineer, and Manufacturing Engineering Manager']","Mushak Forms Maintenance
VAT Software & MS Office Maintenance
VAT Ledger Management
VAT Challan Coordination
Liaison with VAT Office
VAT Documentation
Other Assigned Tasks"
C7325,"['Machine Learning', 'Text Analytics', 'Software Development', 'Data Analysis', 'Python', 'Java', 'JavaScript', 'Matplotlib']",['CSE'],['Intern Trainee'],"Hardware & Software Installation
System Monitoring
IT Support
Networking Expertise
Mail Server Administration
Security Management
Troubleshooting & Repair
Operations Support"
C8972,"['Data Analyst', 'Database Management', 'Data Integration', 'Machine Learning', 'Natural Language Processing', 'Artificial Intelligence', 'Deep Learning', 'Python', 'SQL', 'Data Science', 'Tableau', 'PowerBi', 'Business Analysis', 'AWS Lambda', 'Spark', 'PySpark', 'Azure', 'SQL Server']","['Commerce', 'N/A']",['Associate Data Science Engineer'],"Generative AI Development
Evolutionary Computation
Deep Learning Optimization
Expert Systems Design
Knowledge Representation
Data Preprocessing
Model Training
Research & Integration"
C8764,"['Machine Learning', 'Natural Language Processing', 'Artificial Intelligence', 'Python', 'SQL', 'Docker', 'Spacy', 'Numpy', 'Pandas', 'TensorFlow']",['Hons. Mechanical Engineering'],['Machine Learning Engineer Intern'],"Relationship Building
HR Collaboration
Policy Development
Training Management
Record Keeping
Compliance
Employee Development
Policy Enforcement
Communication
Task Execution"
C3333,"['GIS', 'lighting designs using Visual Professional', 'Access', 'Excel', 'Microsoft Office', 'Power Point']","['Information Technology', 'N/A']","['Lighting Field Engineering Technician', 'Administrative Technical Aide', 'Customer Service Professional', 'Business Cooperative Education Student- Customer Care']","Mushak Forms Maintenance
VAT Software & MS Office Maintenance
VAT Ledger Management
VAT Challan Coordination
Liaison with VAT Office
VAT Documentation
Other Assigned Tasks"
C2376,"['Software Engineer', 'Data Analyst', 'Machine Learning', 'Text Analytics', 'Software Development', 'Object Oriented Programming', 'Pandas', 'Numpy', 'Java', 'Python', 'SpringBoot', 'Laravel']",['ECE'],['Software Engineer'],"15+ Years Banking Experience
Audit/Inspection/ICC Leadership
Internal Audit & Compliance
Risk-Based Operational Reviews
System-Based Audit Expertise
Knowledge of Bangladeshi Laws"
C4930,"['Data Structures', 'Logistic Regression', 'Linear Regression', 'Machine Learning', 'Algorithms', 'Deep Learning', 'GIT', 'Open Source', 'Neural Networks', 'CNN', 'DNN', 'ANN', 'RNN', 'Keras', 'Tensorflow']",['N/A'],['SDE Intern'],"Machine Learning Leadership
Cross-Functional Collaboration
Strategy Development
ML/NLP Infrastructure
Prototype Transformation
ML System Design
Algorithm Research
Application Development
Dataset Selection
ML Testing
Statistical Analysis
R&D in ML/NLP
Text Representation
Data Pipeline Design
Statistical Data Analysis
Model Training
Team Collaboration
Research Reporting
Algorithm Analysis"
C1852,"['Business Analysis', 'Machine Learning', 'Requirement Gathering', 'Data Analysis', 'Artificial Intelligence', 'Predictive Modeling', 'Deep Learning', 'Data Modeling', 'Manual Testing', 'Quality Assurance', 'Python', 'R', 'SQL', 'HTML', 'Numpy', 'Tensorflow']",['Mechanical'],['Business Analyst'],"Supervision
Monitoring
Construction
Estimation
Planning
Material Management
Project Coordination
Quality Assurance
Cost Control
Inventory
Operations
Safety
Error Escalation
Miscellaneous Tasks




"
C6461,"['C', 'C++', 'Python', 'JAVA', 'HTML', 'CSS', 'JavaScript', 'Data Structures', 'SQL', 'PyCharm', 'Jupyter Notebook', 'Google Colab', 'Code Blocks', 'MATLAB', 'Turbo C++', 'MS Office', 'Scikit-Learn', 'TensorFlow', 'OpenCV', 'NumPy', 'Pytesseract', 'Keras']","['Electrical Engineering Specialized in Computer Science', 'N/A', 'N/A']","['Intern', 'Intern']","Database Design & Development
SQL Query Optimization
Data Integrity & Security
BI Solutions Development
ETL Process Implementation
Database Maintenance
Backup & Restore Management
Index Rebuilding & Performance Tuning
SQL Server Clustering & High Availability
SQL Server Replication
High Availability Group Management
Database Monitoring & Troubleshooting"
C2772,[],"['Computer Science', 'Computer Science', 'Information Technology', 'Computer Science']","['Postdoctoral Research Fellow', 'Research Assistant', 'Summer Research Intern', 'Summer Research Intern', 'Summer Research Intern']","Technical Support
Troubleshooting
Collaboration
Documentation
System Monitoring
Software Deployment
Training & Mentorship
Industry Trends
Field Visits




"
C5284,"['Material Management', 'Law Enforcement', 'mechanical test equipment', ""PC's"", 'MS Office', '10key by touch', 'Customer Service', 'Forklift and Crane Certification', 'Self-motivation', 'Leadership', 'NDT Level II', 'mechanical theory', 'pneumatic and hydraulic theory', 'automation', 'closing', 'coaching', 'oral', 'hardware', 'customer support', 'designing', 'direction', 'hand tools', 'inventory', 'ISO 9001', 'Machinery', 'materials', 'mechanical', 'personnel', 'processes', 'Procurement', 'programming', 'progress', 'quality', 'Quality Control', 'Receiving', 'repairs', 'repairing', 'research', 'robotic systems', 'safety', 'scheduling', 'shipping', 'simulation', 'Supervisor', 'Test Equipment', 'Troubleshooting', 'written', 'articles']","[None, None]","['Equipment Engineering Technician', 'Mechanical Technician', 'Operating Engineer / Test Technician', 'Logistics Coordinator / Sr. Lab Technician', 'Production Control Analyst', 'Material/Production Planner']","Digital Marketing Strategy
Brand Awareness, Online Traffic
Social Media Management
Google Analytics
Cross-functional Teams
Campaign Execution, SEO"
C8861,"['Data Science', 'Machine Learning', 'Business Analysis', 'Business Analytics', 'Data Analysis', 'Data Analytics']","['Computer Science', 'N/A']",['Junior Analyst Expert'],"15+ Years Banking Experience
Audit/Inspection/ICC Leadership
Internal Audit & Compliance
Risk-Based Operational Reviews
System-Based Audit Expertise
Knowledge of Bangladeshi Laws"
C8257,"['Data Analysis', 'Business Analysis', 'Machine Learning', 'Regression Analysis', 'Time Series Analysis', 'SQL', 'Base SAS', 'Python', 'NLP', 'Credit Risk', 'Tableau', 'Statistical Analysis', 'Data Visualization', 'Data Science', 'R', 'Power Bi']","[None, None]",['Jr. Data Scientist'],"Recruitment Coordination
Appointment Management
Selection Criteria
Employee Orientation
Performance Evaluation
HR Database Management
Report Compilation
Documentation
Event Coordination
Task Execution"
C8330,,['Accounting'],"['Accountant', 'Director of Finance & Accounts', 'Training & Operations Consultant', 'Franchisee', 'General Manager', 'Patient Service Representative']","Digital Marketing Strategy
Brand Awareness, Online Traffic
Social Media Management
Google Analytics
Cross-functional Teams
Campaign Execution, SEO"
